,date,customer_id,revenue,cost,amount,category,region
781,2024-03-07,CUST0030,1519.09,936.59,1519.09,Electronics,East
782,2024-03-07,CUST0010,3675.45,2766.38,3675.45,Books,East
783,2024-03-07,CUST0028,1150.69,699.26,1150.69,Food,East
784,2024-03-08,CUST0072,1136.79,891.18,1136.79,Food,Central
785,2024-03-08,CUST0097,2102.94,1475.31,2102.94,Food,East
786,2024-03-08,CUST0065,3497.33,2381.18,3497.33,Home,South
787,2024-03-08,CUST0001,1671.38,1034.04,1671.38,Clothing,Central
788,2024-03-08,CUST0049,2685.9,1198.33,2685.9,Home,Central
789,2024-03-08,CUST0026,1719.17,785.9,1719.17,Electronics,Central
790,2024-03-08,CUST0007,1989.7,1508.73,1989.7,Clothing,North
791,2024-03-08,CUST0062,4759.64,3382.18,4759.64,Electronics,East
792,2024-03-08,CUST0079,391.78,231.03,391.78,Home,Central
793,2024-03-08,CUST0016,1148.41,787.64,1148.41,Electronics,West
794,2024-03-09,CUST0086,2701.5,1984.11,2701.5,Electronics,East
795,2024-03-09,CUST0071,680.56,349.95,680.56,Sports,Central
796,2024-03-09,CUST0045,958.04,710.85,958.04,Food,East
797,2024-03-09,CUST0018,424.71,235.77,424.71,Food,South
798,2024-03-09,CUST0076,381.52,286.5,381.52,Electronics,West
799,2024-03-09,CUST0049,4247.24,2625.79,4247.24,Home,South
800,2024-03-09,CUST0079,1908.57,1377.08,1908.57,Books,Central
801,2024-03-09,CUST0083,2817.34,1488.87,2817.34,Food,East
802,2024-03-09,CUST0060,3547.84,1950.57,3547.84,Books,East
803,2024-03-09,CUST0091,3300.81,2256.12,3300.81,Sports,East
804,2024-03-09,CUST0009,4165.27,3069.51,4165.27,Books,West
805,2024-03-09,CUST0048,522.09,230.49,522.09,Electronics,West
806,2024-03-09,CUST0045,3844.25,2435.28,3844.25,Sports,South
807,2024-03-10,CUST0064,744.61,497.74,744.61,Books,Central
808,2024-03-10,CUST0092,1963.77,1305.89,1963.77,Sports,Central
809,2024-03-10,CUST0095,835.46,420.48,835.46,Food,Central
810,2024-03-10,CUST0086,3287.96,2484.55,3287.96,Sports,South
811,2024-03-10,CUST0011,1569.18,888.14,1569.18,Sports,East
812,2024-03-10,CUST0002,967.6,619.17,967.6,Sports,West
813,2024-03-10,CUST0080,3635.5,2538.68,3635.5,Electronics,South
814,2024-03-10,CUST0090,3495.97,1933.69,3495.97,Clothing,North
815,2024-03-11,CUST0038,3477.18,1758.15,3477.18,Food,Central
816,2024-03-11,CUST0028,1656.33,841.09,1656.33,Home,South
817,2024-03-11,CUST0007,1428.36,945.41,1428.36,Sports,South
818,2024-03-11,CUST0004,3326.75,2415.14,3326.75,Sports,West
819,2024-03-11,CUST0033,3879.63,2712.39,3879.63,Books,North
820,2024-03-11,CUST0021,2346.75,1186.52,2346.75,Food,Central
821,2024-03-11,CUST0048,3168.7,2355.13,3168.7,Sports,North
822,2024-03-11,CUST0029,4494.7,3394.61,4494.7,Home,South
823,2024-03-11,CUST0054,4232.11,2114.38,4232.11,Home,East
824,2024-03-11,CUST0031,4994.52,2650.37,4994.52,Food,Central
825,2024-03-11,CUST0035,4297.22,3433.7,4297.22,Home,Central
826,2024-03-11,CUST0059,693.9,283.78,693.9,Home,East
827,2024-03-11,CUST0048,2059.76,835.19,2059.76,Home,East
828,2024-03-11,CUST0024,127.93,52.05,127.93,Clothing,North
829,2024-03-11,CUST0079,3823.4,1588.91,3823.4,Food,South
830,2024-03-11,CUST0085,2838.81,1844.79,2838.81,Home,South
831,2024-03-11,CUST0029,1983.44,848.38,1983.44,Food,East
832,2024-03-11,CUST0025,3396.82,1546.82,3396.82,Books,East
833,2024-03-12,CUST0055,4644.5,3583.96,4644.5,Books,Central
834,2024-03-12,CUST0021,3183.71,1871.11,3183.71,Books,South
835,2024-03-12,CUST0084,3265.07,2356.61,3265.07,Sports,North
836,2024-03-12,CUST0061,2544.82,1984.14,2544.82,Clothing,East
837,2024-03-12,CUST0087,3403.78,1869.52,3403.78,Food,Central
838,2024-03-12,CUST0059,3176.64,1339.77,3176.64,Electronics,North
839,2024-03-12,CUST0065,395.51,245.96,395.51,Books,North
840,2024-03-12,CUST0086,937.81,639.64,937.81,Clothing,North
841,2024-03-12,CUST0020,4194.97,1962.79,4194.97,Clothing,North
842,2024-03-12,CUST0012,3068.0,2085.8,3068.0,Sports,West
843,2024-03-12,CUST0056,4806.55,2953.02,4806.55,Clothing,Central
844,2024-03-13,CUST0066,2943.27,2158.94,2943.27,Books,South
845,2024-03-13,CUST0043,3715.8,1627.38,3715.8,Sports,West
846,2024-03-13,CUST0030,207.13,117.93,207.13,Electronics,West
847,2024-03-13,CUST0062,4410.82,3322.08,4410.82,Food,Central
848,2024-03-13,CUST0027,4882.13,3287.53,4882.13,Home,North
849,2024-03-13,CUST0081,4986.33,2054.42,4986.33,Electronics,Central
850,2024-03-13,CUST0053,358.85,191.67,358.85,Books,North
851,2024-03-13,CUST0029,3363.08,2545.03,3363.08,Food,East
852,2024-03-13,CUST0058,3957.58,2241.92,3957.58,Clothing,East
853,2024-03-13,CUST0010,2372.08,1203.65,2372.08,Books,Central
854,2024-03-13,CUST0040,2672.91,2122.62,2672.91,Books,East
855,2024-03-13,CUST0094,1664.96,865.37,1664.96,Books,South
856,2024-03-13,CUST0013,1319.49,715.33,1319.49,Books,Central
857,2024-03-13,CUST0082,892.07,677.35,892.07,Sports,South
858,2024-03-13,CUST0046,4155.11,2836.57,4155.11,Sports,Central
859,2024-03-13,CUST0024,2418.56,1722.55,2418.56,Food,West
860,2024-03-13,CUST0017,1404.52,835.88,1404.52,Electronics,South
861,2024-03-14,CUST0098,3590.17,1840.92,3590.17,Electronics,Central
862,2024-03-14,CUST0076,1767.96,1094.18,1767.96,Electronics,South
863,2024-03-14,CUST0039,1603.68,986.6,1603.68,Home,North
864,2024-03-14,CUST0090,3837.54,2978.58,3837.54,Food,Central
865,2024-03-14,CUST0063,2472.49,1722.48,2472.49,Books,West
866,2024-03-14,CUST0099,3450.84,2288.71,3450.84,Clothing,West
867,2024-03-14,CUST0013,2109.92,1277.64,2109.92,Home,North
868,2024-03-14,CUST0077,4098.39,2475.67,4098.39,Electronics,West
869,2024-03-14,CUST0004,2473.64,1627.4,2473.64,Books,North
870,2024-03-14,CUST0063,3720.93,1904.25,3720.93,Sports,West
871,2024-03-14,CUST0003,868.25,643.98,868.25,Home,South
872,2024-03-14,CUST0038,4520.79,2900.27,4520.79,Sports,North
873,2024-03-14,CUST0010,3938.93,1973.88,3938.93,Food,East
874,2024-03-15,CUST0069,2806.09,2071.03,2806.09,Sports,West
875,2024-03-15,CUST0085,3380.18,1650.21,3380.18,Clothing,West
876,2024-03-15,CUST0013,1285.86,649.74,1285.86,Home,South
877,2024-03-15,CUST0077,3973.34,2586.38,3973.34,Electronics,West
878,2024-03-15,CUST0017,2318.7,1253.23,2318.7,Clothing,South
879,2024-03-15,CUST0072,4745.09,3691.05,4745.09,Food,South
880,2024-03-15,CUST0028,3939.77,2505.61,3939.77,Electronics,Central
881,2024-03-15,CUST0082,814.74,484.69,814.74,Electronics,Central
882,2024-03-15,CUST0094,3858.77,2157.62,3858.77,Clothing,Central
883,2024-03-15,CUST0055,3388.28,2389.27,3388.28,Electronics,East
884,2024-03-15,CUST0074,3094.89,2365.25,3094.89,Books,Central
885,2024-03-15,CUST0033,298.7,123.65,298.7,Electronics,West
886,2024-03-15,CUST0044,4645.5,3709.71,4645.5,Food,East
887,2024-03-15,CUST0015,2272.74,1124.99,2272.74,Books,North
888,2024-03-15,CUST0008,3878.24,2970.68,3878.24,Food,West
889,2024-03-15,CUST0062,1929.77,1390.55,1929.77,Food,East
890,2024-03-16,CUST0032,671.16,475.92,671.16,Clothing,Central
891,2024-03-16,CUST0056,4289.64,3148.71,4289.64,Sports,South
892,2024-03-16,CUST0054,1624.35,1136.67,1624.35,Electronics,North
893,2024-03-16,CUST0049,1210.41,651.24,1210.41,Home,East
894,2024-03-16,CUST0028,1504.19,626.65,1504.19,Food,North
895,2024-03-16,CUST0028,3284.25,1566.34,3284.25,Clothing,Central
896,2024-03-16,CUST0090,4430.03,3081.65,4430.03,Electronics,East
897,2024-03-16,CUST0058,1731.86,1008.37,1731.86,Electronics,North
898,2024-03-16,CUST0083,1767.09,1014.76,1767.09,Clothing,West
899,2024-03-16,CUST0028,1732.86,747.86,1732.86,Electronics,South
900,2024-03-16,CUST0063,1749.76,1284.03,1749.76,Books,South
901,2024-03-17,CUST0016,1032.53,481.11,1032.53,Books,Central
902,2024-03-17,CUST0024,2261.24,1358.12,2261.24,Sports,South
903,2024-03-17,CUST0010,4528.59,2984.37,4528.59,Food,East
904,2024-03-17,CUST0027,1506.62,671.83,1506.62,Electronics,East
905,2024-03-17,CUST0026,1101.61,733.02,1101.61,Clothing,South
906,2024-03-17,CUST0087,4483.04,3423.56,4483.04,Electronics,North
907,2024-03-17,CUST0021,3662.07,2842.09,3662.07,Electronics,West
908,2024-03-17,CUST0062,4163.2,1864.93,4163.2,Home,North
909,2024-03-18,CUST0052,1475.33,880.96,1475.33,Sports,North
910,2024-03-18,CUST0005,863.81,385.81,863.81,Sports,North
911,2024-03-18,CUST0087,273.98,133.47,273.98,Books,East
912,2024-03-18,CUST0086,4661.2,3395.18,4661.2,Food,South
913,2024-03-18,CUST0072,2824.87,2195.1,2824.87,Food,Central
914,2024-03-18,CUST0053,3910.94,1718.84,3910.94,Home,East
915,2024-03-18,CUST0073,4903.81,2382.66,4903.81,Food,South
916,2024-03-18,CUST0030,3707.39,1531.07,3707.39,Food,West
917,2024-03-19,CUST0072,561.16,263.19,561.16,Home,Central
918,2024-03-19,CUST0073,4102.76,3255.24,4102.76,Clothing,Central
919,2024-03-19,CUST0031,1238.35,566.82,1238.35,Books,North
920,2024-03-19,CUST0040,3475.46,2026.79,3475.46,Home,North
921,2024-03-19,CUST0054,1301.65,821.41,1301.65,Clothing,Central
922,2024-03-19,CUST0099,3738.64,1609.77,3738.64,Home,North
923,2024-03-19,CUST0017,1674.49,809.82,1674.49,Sports,North
924,2024-03-19,CUST0035,1823.76,1395.46,1823.76,Sports,Central
925,2024-03-19,CUST0013,2903.54,2046.28,2903.54,Electronics,Central
926,2024-03-19,CUST0069,1061.02,431.52,1061.02,Sports,South
927,2024-03-19,CUST0026,3435.14,2104.47,3435.14,Home,South
928,2024-03-19,CUST0064,2068.35,960.72,2068.35,Clothing,South
929,2024-03-19,CUST0078,1693.94,1306.44,1693.94,Home,West
930,2024-03-19,CUST0035,625.97,403.83,625.97,Electronics,East
931,2024-03-19,CUST0032,1805.6,1119.95,1805.6,Clothing,West
932,2024-03-19,CUST0017,4082.62,2632.2,4082.62,Food,South
933,2024-03-20,CUST0070,2248.37,1573.88,2248.37,Clothing,Central
934,2024-03-20,CUST0068,397.04,221.59,397.04,Food,West
935,2024-03-20,CUST0090,4540.88,2100.22,4540.88,Books,Central
936,2024-03-20,CUST0008,3565.07,1562.54,3565.07,Food,North
937,2024-03-20,CUST0071,1599.6,1175.06,1599.6,Books,East
938,2024-03-21,CUST0099,3195.3,2083.11,3195.3,Sports,South
939,2024-03-21,CUST0093,1608.39,671.05,1608.39,Books,South
940,2024-03-21,CUST0069,4131.13,1894.43,4131.13,Sports,South
941,2024-03-21,CUST0093,1223.87,542.23,1223.87,Sports,South
942,2024-03-21,CUST0096,4228.85,2510.28,4228.85,Electronics,Central
943,2024-03-21,CUST0063,4512.84,2193.61,4512.84,Food,South
944,2024-03-21,CUST0004,81.58,64.55,81.58,Books,North
945,2024-03-21,CUST0086,3655.44,1967.8,3655.44,Sports,East
946,2024-03-21,CUST0011,4736.44,2652.81,4736.44,Home,East
947,2024-03-21,CUST0076,3911.94,3125.83,3911.94,Sports,North
948,2024-03-21,CUST0073,2183.37,1139.28,2183.37,Clothing,East
949,2024-03-22,CUST0087,1152.25,602.49,1152.25,Sports,North
950,2024-03-22,CUST0025,843.12,394.89,843.12,Clothing,South
951,2024-03-22,CUST0041,466.43,259.92,466.43,Electronics,East
952,2024-03-22,CUST0099,3032.12,1410.57,3032.12,Food,East
953,2024-03-22,CUST0007,4159.25,3241.3,4159.25,Electronics,South
954,2024-03-22,CUST0054,4636.0,2632.55,4636.0,Food,East
955,2024-03-22,CUST0099,2129.02,859.86,2129.02,Home,East
956,2024-03-22,CUST0047,2937.1,1188.12,2937.1,Clothing,West
957,2024-03-22,CUST0002,1852.36,1160.48,1852.36,Clothing,East
958,2024-03-22,CUST0072,2700.07,1691.4,2700.07,Sports,West
959,2024-03-22,CUST0017,2159.3,1582.65,2159.3,Home,North
960,2024-03-22,CUST0069,1169.09,849.84,1169.09,Clothing,West
961,2024-03-22,CUST0076,2277.79,1218.58,2277.79,Home,South
962,2024-03-22,CUST0037,3330.84,2492.31,3330.84,Home,East
963,2024-03-22,CUST0052,2447.74,1658.4,2447.74,Food,Central
964,2024-03-22,CUST0027,2881.38,2080.85,2881.38,Books,Central
965,2024-03-22,CUST0036,788.78,400.13,788.78,Clothing,South
966,2024-03-23,CUST0019,4145.41,2627.93,4145.41,Clothing,Central
967,2024-03-23,CUST0100,1270.27,1004.04,1270.27,Sports,West
968,2024-03-23,CUST0019,4483.67,2326.64,4483.67,Sports,West
969,2024-03-23,CUST0009,3378.3,2467.6,3378.3,Books,South
970,2024-03-23,CUST0075,2015.11,932.04,2015.11,Home,South
971,2024-03-23,CUST0077,222.95,177.45,222.95,Clothing,North
972,2024-03-23,CUST0019,823.2,654.75,823.2,Clothing,East
973,2024-03-23,CUST0083,2910.14,2172.25,2910.14,Home,South
974,2024-03-23,CUST0066,2200.09,1272.92,2200.09,Books,North
975,2024-03-24,CUST0088,166.49,95.2,166.49,Electronics,East
976,2024-03-24,CUST0026,2803.14,1995.3,2803.14,Clothing,West
977,2024-03-24,CUST0092,248.69,188.0,248.69,Electronics,West
978,2024-03-24,CUST0024,3915.55,2805.83,3915.55,Books,West
979,2024-03-24,CUST0050,351.99,181.32,351.99,Food,East
980,2024-03-24,CUST0027,4242.09,2247.17,4242.09,Electronics,South
981,2024-03-24,CUST0054,3840.85,1544.65,3840.85,Sports,West
982,2024-03-24,CUST0010,1415.82,1001.6,1415.82,Books,South
983,2024-03-24,CUST0042,1205.0,783.41,1205.0,Home,Central
984,2024-03-24,CUST0027,3049.68,2256.09,3049.68,Electronics,South
985,2024-03-24,CUST0012,958.09,610.93,958.09,Electronics,West
986,2024-03-24,CUST0098,187.83,121.92,187.83,Books,West
987,2024-03-24,CUST0036,3898.4,2608.57,3898.4,Sports,East
988,2024-03-24,CUST0066,3185.39,2300.52,3185.39,Home,West
989,2024-03-24,CUST0024,2980.48,1389.98,2980.48,Home,South
990,2024-03-24,CUST0088,2756.15,2028.33,2756.15,Sports,South
991,2024-03-24,CUST0070,4590.48,2582.77,4590.48,Books,Central
992,2024-03-24,CUST0080,1502.1,916.56,1502.1,Home,West
993,2024-03-25,CUST0036,3971.35,2662.96,3971.35,Books,South
994,2024-03-25,CUST0016,2926.92,1467.72,2926.92,Food,Central
995,2024-03-25,CUST0078,3326.08,2173.54,3326.08,Sports,West
996,2024-03-25,CUST0014,1651.48,1099.92,1651.48,Home,West
997,2024-03-25,CUST0044,4625.06,2702.27,4625.06,Clothing,Central
998,2024-03-25,CUST0078,562.0,315.18,562.0,Food,North
999,2024-03-25,CUST0092,117.49,62.16,117.49,Food,Central
1000,2024-03-25,CUST0073,4790.28,3000.14,4790.28,Home,North
1001,2024-03-25,CUST0069,1951.01,1300.36,1951.01,Books,East
1002,2024-03-25,CUST0084,1239.48,542.88,1239.48,Books,East
1003,2024-03-25,CUST0075,4157.13,3287.12,4157.13,Home,South
1004,2024-03-25,CUST0067,375.77,284.28,375.77,Electronics,South
1005,2024-03-26,CUST0029,1563.43,877.21,1563.43,Books,Central
1006,2024-03-26,CUST0060,3488.54,1904.28,3488.54,Food,Central
1007,2024-03-26,CUST0020,2913.54,1973.54,2913.54,Electronics,West
1008,2024-03-26,CUST0091,2158.39,1722.12,2158.39,Home,East
1009,2024-03-26,CUST0086,973.87,399.55,973.87,Books,West
1010,2024-03-26,CUST0043,2485.67,1786.21,2485.67,Food,West
1011,2024-03-26,CUST0026,2777.7,1692.8,2777.7,Food,Central
1012,2024-03-26,CUST0083,2729.8,1185.86,2729.8,Food,West
1013,2024-03-26,CUST0011,2397.11,1022.79,2397.11,Clothing,South
1014,2024-03-27,CUST0019,4666.1,2842.98,4666.1,Sports,West
1015,2024-03-27,CUST0065,1573.47,1015.6,1573.47,Food,East
1016,2024-03-27,CUST0007,721.66,546.62,721.66,Food,Central
1017,2024-03-27,CUST0012,4983.0,3389.3,4983.0,Food,East
1018,2024-03-27,CUST0088,4561.13,1862.64,4561.13,Electronics,Central
1019,2024-03-27,CUST0057,3844.31,2617.37,3844.31,Books,West
1020,2024-03-27,CUST0011,2009.89,1411.95,2009.89,Books,North
1021,2024-03-27,CUST0028,1291.85,578.98,1291.85,Food,North
1022,2024-03-27,CUST0083,1920.3,815.77,1920.3,Electronics,West
1023,2024-03-27,CUST0092,871.96,370.1,871.96,Electronics,East
1024,2024-03-27,CUST0093,2286.11,1238.82,2286.11,Home,North
1025,2024-03-27,CUST0047,2103.39,1167.19,2103.39,Home,West
1026,2024-03-27,CUST0089,2014.89,1172.98,2014.89,Clothing,North
1027,2024-03-27,CUST0010,4775.1,2199.28,4775.1,Electronics,Central
1028,2024-03-27,CUST0033,600.48,448.72,600.48,Electronics,West
1029,2024-03-28,CUST0004,3394.33,1409.44,3394.33,Food,South
1030,2024-03-28,CUST0050,1113.84,464.23,1113.84,Electronics,Central
1031,2024-03-28,CUST0083,2906.06,1564.02,2906.06,Books,South
1032,2024-03-28,CUST0032,2673.35,1794.77,2673.35,Sports,North
1033,2024-03-28,CUST0016,2011.75,1043.15,2011.75,Food,East
1034,2024-03-28,CUST0017,2192.22,1399.23,2192.22,Sports,South
1035,2024-03-28,CUST0030,2376.08,1428.02,2376.08,Sports,East
1036,2024-03-28,CUST0036,3967.48,3040.34,3967.48,Clothing,South
1037,2024-03-28,CUST0001,1421.49,1103.58,1421.49,Clothing,South
1038,2024-03-29,CUST0044,1662.14,926.9,1662.14,Sports,East
1039,2024-03-29,CUST0030,2605.6,1647.41,2605.6,Electronics,South
1040,2024-03-29,CUST0094,2432.33,1760.69,2432.33,Food,North
1041,2024-03-29,CUST0029,4375.68,1772.86,4375.68,Electronics,East
1042,2024-03-29,CUST0052,704.29,405.63,704.29,Home,West
1043,2024-03-29,CUST0043,320.1,204.79,320.1,Clothing,West
1044,2024-03-29,CUST0059,3773.04,2875.87,3773.04,Clothing,East
1045,2024-03-29,CUST0098,4140.39,2629.97,4140.39,Home,South
1046,2024-03-29,CUST0025,4138.36,2700.63,4138.36,Electronics,Central
1047,2024-03-29,CUST0014,2100.0,1644.67,2100.0,Books,West
1048,2024-03-29,CUST0058,120.94,71.51,120.94,Home,Central
1049,2024-03-30,CUST0059,3949.32,2027.37,3949.32,Clothing,East
1050,2024-03-30,CUST0029,3349.28,1447.03,3349.28,Food,East
1051,2024-03-30,CUST0079,963.07,463.16,963.07,Food,West
1052,2024-03-30,CUST0019,2019.08,1220.9,2019.08,Food,South
1053,2024-03-30,CUST0085,769.37,463.37,769.37,Food,Central
1054,2024-03-30,CUST0067,2788.79,1696.08,2788.79,Electronics,West
1055,2024-03-30,CUST0071,1327.61,591.34,1327.61,Sports,South
1056,2024-03-30,CUST0044,967.12,596.24,967.12,Electronics,South
1057,2024-03-30,CUST0056,4732.56,3487.26,4732.56,Electronics,North
1058,2024-03-30,CUST0060,4687.79,3720.29,4687.79,Clothing,North
1059,2024-03-30,CUST0006,872.07,369.45,872.07,Home,East
1060,2024-03-31,CUST0078,755.65,417.77,755.65,Books,South
1061,2024-03-31,CUST0092,3378.33,1580.89,3378.33,Food,East
1062,2024-03-31,CUST0096,3841.56,2172.29,3841.56,Books,West
1063,2024-03-31,CUST0098,1710.09,805.17,1710.09,Food,South
1064,2024-03-31,CUST0048,3016.83,2086.03,3016.83,Sports,Central
1065,2024-03-31,CUST0082,1222.77,536.54,1222.77,Clothing,South
1066,2024-03-31,CUST0047,2959.1,1316.64,2959.1,Books,Central
1067,2024-03-31,CUST0075,1438.97,777.01,1438.97,Food,East
1068,2024-03-31,CUST0014,1658.37,1119.26,1658.37,Sports,Central
1069,2024-03-31,CUST0051,1162.05,650.44,1162.05,Food,East
1070,2024-03-31,CUST0092,1704.25,1179.94,1704.25,Books,East
1071,2024-03-31,CUST0052,1892.0,1151.76,1892.0,Home,North
1072,2024-03-31,CUST0099,4788.12,3620.09,4788.12,Sports,Central
1073,2024-04-01,CUST0016,2622.08,2094.02,2622.08,Books,East
1074,2024-04-01,CUST0055,2010.2,911.03,2010.2,Sports,Central
1075,2024-04-01,CUST0065,2198.56,991.61,2198.56,Sports,East
1076,2024-04-01,CUST0023,3362.63,1995.79,3362.63,Sports,Central
1077,2024-04-01,CUST0097,2989.21,1883.91,2989.21,Home,North
1078,2024-04-01,CUST0044,1034.13,543.96,1034.13,Clothing,East
1079,2024-04-01,CUST0007,4146.12,2080.59,4146.12,Clothing,West
1080,2024-04-01,CUST0057,3511.73,1869.03,3511.73,Home,South
1081,2024-04-01,CUST0049,2590.22,1171.3,2590.22,Books,Central
1082,2024-04-01,CUST0028,4564.2,1936.92,4564.2,Electronics,South
1083,2024-04-01,CUST0006,1476.51,594.42,1476.51,Food,North
1084,2024-04-01,CUST0075,1250.76,545.99,1250.76,Sports,South
1085,2024-04-01,CUST0099,4710.3,2212.73,4710.3,Electronics,East
1086,2024-04-01,CUST0088,3147.13,1951.89,3147.13,Home,East
1087,2024-04-01,CUST0045,4488.04,2147.61,4488.04,Electronics,West
1088,2024-04-01,CUST0016,652.39,414.42,652.39,Clothing,Central
1089,2024-04-01,CUST0016,4060.3,2321.96,4060.3,Sports,East
1090,2024-04-01,CUST0097,1315.93,698.72,1315.93,Clothing,West
1091,2024-04-02,CUST0045,1271.94,664.67,1271.94,Sports,Central
1092,2024-04-02,CUST0048,2161.17,1396.48,2161.17,Food,South
1093,2024-04-02,CUST0018,3874.72,2657.9,3874.72,Books,West
1094,2024-04-02,CUST0004,1833.86,1177.22,1833.86,Electronics,Central
1095,2024-04-02,CUST0016,4003.35,3094.99,4003.35,Food,North
1096,2024-04-02,CUST0020,4436.55,2588.31,4436.55,Clothing,South
1097,2024-04-02,CUST0074,4089.59,1666.83,4089.59,Home,North
1098,2024-04-02,CUST0009,4404.77,1848.63,4404.77,Sports,Central
1099,2024-04-02,CUST0042,54.6,41.57,54.6,Home,West
1100,2024-04-02,CUST0074,2525.29,1691.84,2525.29,Books,North
1101,2024-04-02,CUST0056,3812.03,2001.46,3812.03,Books,Central
1102,2024-04-02,CUST0051,4675.99,2437.85,4675.99,Home,North
1103,2024-04-03,CUST0081,4829.91,2692.3,4829.91,Home,South
1104,2024-04-03,CUST0092,4827.79,2757.99,4827.79,Clothing,East
1105,2024-04-03,CUST0084,1595.34,910.92,1595.34,Home,East
1106,2024-04-03,CUST0062,2021.49,814.11,2021.49,Electronics,West
1107,2024-04-03,CUST0035,3985.54,2110.31,3985.54,Sports,North
1108,2024-04-03,CUST0030,3305.69,2170.61,3305.69,Food,North
1109,2024-04-03,CUST0051,359.04,213.44,359.04,Clothing,West
1110,2024-04-03,CUST0017,3019.84,1794.57,3019.84,Home,Central
1111,2024-04-03,CUST0036,4363.01,3115.34,4363.01,Electronics,South
1112,2024-04-03,CUST0025,4727.87,3181.93,4727.87,Electronics,East
1113,2024-04-03,CUST0098,2577.32,1154.59,2577.32,Books,East
1114,2024-04-03,CUST0051,926.78,372.62,926.78,Clothing,Central
1115,2024-04-03,CUST0059,3429.13,1694.84,3429.13,Food,West
1116,2024-04-03,CUST0071,1482.73,1057.61,1482.73,Electronics,Central
1117,2024-04-03,CUST0056,3539.95,2466.61,3539.95,Sports,West
1118,2024-04-03,CUST0007,3143.65,2060.16,3143.65,Food,North
1119,2024-04-03,CUST0044,2403.6,1777.8,2403.6,Electronics,East
1120,2024-04-03,CUST0050,4190.39,2596.21,4190.39,Books,Central
1121,2024-04-03,CUST0099,2580.01,1655.66,2580.01,Home,East
1122,2024-04-04,CUST0014,4672.64,2620.83,4672.64,Home,Central
1123,2024-04-04,CUST0024,1846.77,1388.24,1846.77,Books,South
1124,2024-04-04,CUST0079,2068.5,1560.79,2068.5,Sports,East
1125,2024-04-04,CUST0008,3411.85,2226.41,3411.85,Food,Central
1126,2024-04-04,CUST0096,1526.45,1084.09,1526.45,Home,West
1127,2024-04-04,CUST0062,2744.07,2168.67,2744.07,Books,North
1128,2024-04-04,CUST0071,899.4,420.01,899.4,Home,Central
1129,2024-04-04,CUST0091,2108.51,896.65,2108.51,Sports,South
1130,2024-04-05,CUST0094,2283.77,1707.51,2283.77,Home,West
1131,2024-04-05,CUST0035,2139.85,1527.91,2139.85,Home,South
1132,2024-04-05,CUST0017,3261.3,1851.07,3261.3,Clothing,South
1133,2024-04-05,CUST0094,4657.58,3094.12,4657.58,Sports,North
1134,2024-04-05,CUST0020,4978.89,2858.4,4978.89,Food,North
1135,2024-04-06,CUST0057,1061.0,602.09,1061.0,Clothing,North
1136,2024-04-06,CUST0086,2791.43,1689.35,2791.43,Sports,South
1137,2024-04-06,CUST0097,880.68,394.67,880.68,Clothing,North
1138,2024-04-06,CUST0004,1197.61,817.04,1197.61,Books,Central
1139,2024-04-06,CUST0032,1776.72,977.07,1776.72,Electronics,West
1140,2024-04-06,CUST0060,1210.77,847.24,1210.77,Sports,South
1141,2024-04-06,CUST0056,316.46,150.62,316.46,Electronics,Central
1142,2024-04-06,CUST0043,451.76,262.42,451.76,Home,South
1143,2024-04-06,CUST0054,4393.39,3116.11,4393.39,Food,South
1144,2024-04-07,CUST0018,2330.63,1854.1,2330.63,Clothing,South
1145,2024-04-07,CUST0052,2715.06,2163.5,2715.06,Clothing,East
1146,2024-04-07,CUST0009,1372.02,842.23,1372.02,Food,West
1147,2024-04-07,CUST0070,4772.51,2141.67,4772.51,Books,East
1148,2024-04-07,CUST0024,52.96,27.7,52.96,Food,North
1149,2024-04-07,CUST0030,1492.24,846.04,1492.24,Home,East
1150,2024-04-08,CUST0042,4048.93,2813.86,4048.93,Clothing,North
1151,2024-04-08,CUST0017,4769.34,2022.63,4769.34,Sports,North
1152,2024-04-08,CUST0067,4229.36,3241.05,4229.36,Food,North
1153,2024-04-08,CUST0001,399.15,304.86,399.15,Books,Central
1154,2024-04-08,CUST0051,2745.92,1183.88,2745.92,Electronics,East
1155,2024-04-08,CUST0061,3702.51,1686.87,3702.51,Sports,South
1156,2024-04-08,CUST0074,2583.31,1828.41,2583.31,Food,North
1157,2024-04-08,CUST0044,4107.14,3102.03,4107.14,Home,West
1158,2024-04-09,CUST0078,4398.16,3434.99,4398.16,Sports,East
1159,2024-04-09,CUST0081,3519.63,1681.36,3519.63,Home,West
1160,2024-04-09,CUST0084,3992.38,2777.85,3992.38,Electronics,Central
1161,2024-04-09,CUST0006,2037.41,1461.34,2037.41,Home,North
1162,2024-04-09,CUST0007,247.07,125.9,247.07,Books,East
1163,2024-04-09,CUST0055,1794.02,748.54,1794.02,Food,North
1164,2024-04-09,CUST0097,3544.48,2131.92,3544.48,Sports,Central
1165,2024-04-09,CUST0087,1745.83,1136.65,1745.83,Home,South
1166,2024-04-09,CUST0071,2278.9,1395.7,2278.9,Food,South
1167,2024-04-09,CUST0007,3145.9,2275.45,3145.9,Electronics,North
1168,2024-04-09,CUST0006,2831.23,1892.85,2831.23,Clothing,South
1169,2024-04-09,CUST0060,3002.51,2179.08,3002.51,Electronics,North
1170,2024-04-09,CUST0042,1023.61,506.68,1023.61,Food,West
